Fecha Cierre,Client_ID,Resident_Capital,Client_Age_Years,Client_Sex,Client_Married,Amount_Last_Disbursement,n(Months)_Since_Last_Disbursement,n(Months)_Client_Relationship,n(Months)_LO_Active_Employee,Client_Status_Post3Months,Client_Status_Post6Months,LO_Active_Employee_Post3Months,LO_Active_Employee_Post6Months,n(Loans)_Outstanding_Maynas,n(Loans)_Outstanding_Other,n(Additional_Loans)_Post3Months,n(Additional_Loans)_Post6Months,Total_Accumulated_Interest_per_Client,LO_Active_Employee_Prior3Months,LO_Active_Employee_Prior6Months,n(Additional_Loans)_Pre3Months,n(Additional_Loans)_Pre6Months,LO_Changed,n(Months)_Change_LO
2020-10-31,1090300430692,0,35,1,1,2500.0,0,0,36,0,0,0,1,1,3,0,0,66,1,1,0,0,0,0
2020-10-31,1090300555525,0,47,1,0,70000.0,0,0,10,0,1,1,0,1,1,0,0,795,1,1,0,0,0,0
2020-10-31,1090300563196,0,36,0,0,50000.0,0,0,15,0,1,1,0,1,1,0,0,319,1,1,0,0,0,0
2020-10-31,1090300605778,0,43,1,0,25000.0,0,0,10,0,1,1,0,1,1,0,0,227,1,1,1,1,0,0
2020-10-31,1090400149713,1,51,1,1,30500.0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
2020-10-31,1090400235369,0,24,1,0,15000.0,0,0,24,0,1,1,1,1,1,0,1,253,1,1,0,0,0,0
2020-10-31,1090600082121,0,45,0,0,30000.0,0,0,67,0,1,1,1,1,1,0,0,440,1,1,1,1,0,0
2020-10-31,1090600087220,0,55,1,0,20000.0,3,3,14,0,1,1,1,1,1,0,0,195,1,1,0,1,0,0
2020-10-31,1090600129259,0,46,0,0,39000.0,0,27,14,0,1,1,1,1,2,0,0,24,1,1,0,0,0,0
2020-10-31,1090600163716,0,62,1,1,30000.0,25,25,13,0,1,1,0,1,2,0,0,3206,1,1,0,0,1,22
2020-10-31,1090600165735,0,30,1,0,55000.0,11,62,67,0,1,1,1,2,1,1,1,196,1,1,2,2,0,0
2020-10-31,1090600167436,0,29,1,0,30500.0,9,32,14,0,1,1,1,2,0,1,0,2728,1,1,2,2,0,0
2020-10-31,1090600168033,0,64,0,0,29900.0,13,81,8,0,1,0,0,1,3,0,1,156,0,0,0,0,1,3
2020-10-31,1090600171425,0,33,1,0,60000.0,10,10,8,0,1,0,0,1,2,0,0,263,0,0,0,0,1,10
2020-10-31,1090600171786,0,52,1,0,10000.0,15,15,14,0,1,1,1,1,2,0,0,284,1,1,0,0,1,10
2020-10-31,1090600173444,0,32,0,0,50000.0,10,10,14,0,1,1,1,1,3,0,0,7752,1,1,0,0,0,0
2020-10-31,1090600174564,0,38,1,0,50000.0,1,43,67,0,1,1,1,1,1,0,0,1417,1,1,1,1,0,0
2020-10-31,1090600174670,0,42,1,0,29500.0,16,50,67,0,1,1,1,1,2,0,0,106,1,1,0,0,0,0
2020-10-31,1090600175366,0,47,1,0,70000.0,13,32,67,0,1,1,1,1,1,0,0,351,1,1,0,0,1,10
2020-10-31,1090600175986,0,37,1,0,5000.0,2,21,67,0,1,1,1,2,2,0,1,5770,1,1,1,1,0,0
2020-10-31,1090600177784,0,60,0,0,25000.0,8,69,14,0,1,1,1,2,4,0,0,9598,1,1,2,2,0,0
2020-10-31,1090600178322,0,41,0,0,36000.0,10,10,67,0,1,1,1,1,1,0,0,175,1,1,0,0,0,0
2020-10-31,1090600179655,0,31,0,0,28600.0,8,54,14,0,1,1,1,1,0,1,1,197,1,1,0,0,0,0
2020-10-31,1090600180807,0,40,0,0,24800.0,11,11,67,0,1,1,1,1,1,0,1,151,1,1,0,0,0,0
2020-10-31,1090600182788,0,50,1,1,10000.0,4,12,67,0,1,1,1,2,2,0,0,1509,1,1,2,1,0,0
2020-10-31,1090600183130,0,29,1,0,29900.0,10,62,67,0,1,1,1,1,2,0,0,273,1,1,0,0,0,0
2020-10-31,1090600183989,0,61,0,1,28000.0,24,42,13,0,1,1,0,1,2,0,0,0,1,1,0,0,1,22
2020-10-31,1090600184551,0,56,0,0,45000.0,2,60,14,0,1,1,1,2,3,0,0,835,1,1,2,1,0,0
2020-10-31,1090600184772,0,43,0,0,10000.0,11,11,67,0,1,1,1,1,1,1,1,11,1,1,0,0,0,0
2020-10-31,1090600185230,0,29,1,0,31000.0,11,11,14,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0
2020-10-31,1090600186449,0,53,1,0,15000.0,0,10,14,0,1,1,1,1,1,0,0,223,1,1,1,1,0,0
2020-10-31,1090600186988,0,32,1,0,10000.0,10,10,67,1,0,1,1,1,2,0,0,33,1,1,0,0,0,0
2020-10-31,1090600191485,0,60,0,1,12300.0,3,8,25,0,1,1,1,2,1,0,0,0,1,1,2,1,1,2
2020-10-31,1090600192198,0,33,1,1,3000.0,0,0,45,0,1,1,1,1,1,0,0,60,1,1,0,0,0,0
2020-10-31,1090600192210,0,33,0,0,3600.0,13,13,14,0,1,1,1,1,3,1,1,48,1,1,0,0,0,0
2020-10-31,1090600192236,0,46,1,0,4000.0,12,36,13,0,0,1,0,1,2,0,0,49,1,1,0,0,1,3
2020-10-31,1090600192317,0,45,1,0,2000.0,14,15,8,0,1,0,0,2,2,1,1,28,0,0,2,2,1,3
2020-10-31,1090600192945,0,72,0,1,20000.0,3,27,67,0,1,1,1,3,1,1,1,369,1,1,3,3,0,0
2020-10-31,1090600193186,0,31,1,0,51000.0,16,16,67,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
2020-10-31,1090600193470,0,41,1,1,14200.0,4,21,67,0,1,1,1,2,1,0,0,265,1,1,2,1,0,0
2020-10-31,1090600193577,0,44,0,0,25000.0,3,10,67,0,1,1,1,2,1,0,0,467,1,1,2,1,0,0
2020-10-31,1090600194026,0,28,1,0,62400.0,2,33,67,0,1,1,1,2,0,0,1,681,1,1,2,2,0,0
2020-10-31,1090600196126,0,50,1,0,2000.0,0,0,67,0,1,1,1,1,3,1,1,66,1,1,1,1,0,0
2020-10-31,1090600196495,0,34,0,0,24700.0,3,20,25,0,1,1,1,3,1,0,0,293,1,1,3,2,1,2
2020-11-30,1090100029122,1,56,1,0,2000.0,0,0,20,0,0,1,0,1,1,0,0,39,0,0,0,0,0,0
2020-11-30,1090100112801,1,60,1,0,10000.0,0,61,20,0,0,1,0,1,2,0,0,202,0,0,0,0,0,0
2020-11-30,1090100264652,1,57,1,0,6300.0,3,5,79,0,0,1,0,2,2,0,0,229,0,0,0,0,0,0
2020-11-30,1090100274364,1,40,1,0,8700.0,3,4,15,0,0,1,0,2,1,1,0,104,0,0,0,0,0,0
2020-11-30,1090100444162,1,48,1,0,10000.0,0,0,67,0,0,1,0,1,2,0,0,150,0,0,0,0,0,0
2020-11-30,1090100585475,1,44,1,0,3000.0,0,0,15,0,0,1,0,1,2,0,0,12,0,0,0,0,0,0
2020-11-30,1090100744581,1,50,1,0,20000.0,3,3,3,0,0,1,0,1,1,0,0,427,0,0,0,0,0,0
2020-11-30,1090100950319,0,38,0,0,30000.0,6,6,82,0,0,1,0,2,0,0,0,537,0,0,0,0,0,0
2020-11-30,1090101457080,0,31,0,0,45000.0,0,0,1,0,0,1,0,1,2,0,0,335,0,0,0,0,0,0
2020-11-30,1090101497162,1,25,1,0,500.0,0,0,53,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0
2020-11-30,1090101613880,0,61,1,1,15000.0,0,0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-11-30,1090101634984,1,24,0,0,75000.0,3,6,111,0,0,0,0,2,2,0,0,441,0,0,0,0,0,0
2020-11-30,1090101645587,1,26,1,0,1200.0,0,0,15,0,0,1,0,1,0,0,0,36,0,0,0,0,0,0
2020-11-30,1090200015032,0,67,1,0,5000.0,3,6,10,0,0,1,0,2,3,0,0,35,0,0,0,0,0,0
2020-11-30,1090200347175,0,49,0,0,35000.0,7,47,17,0,0,1,0,1,0,0,0,547,0,0,0,0,0,0
2020-11-30,1090200425451,0,45,0,0,6000.0,1,1,105,0,0,0,0,1,1,0,0,211,0,0,0,0,0,0
2020-11-30,1090200464716,0,55,0,0,5000.0,0,0,10,0,0,0,0,1,3,1,0,27,0,0,0,0,0,0
2020-11-30,1090200547565,0,35,1,0,25000.0,2,6,12,0,0,1,0,2,2,1,0,391,0,0,0,0,0,0
2020-11-30,1090200578339,0,37,1,0,30000.0,0,0,13,0,0,1,0,1,1,0,0,141,0,0,0,0,0,0
2020-11-30,1090300002241,0,58,1,0,50000.0,0,0,19,0,0,1,0,1,3,0,0,87,0,0,0,0,0,0
2020-11-30,1090300042668,0,73,1,1,10000.0,0,0,19,0,0,1,0,1,1,0,0,216,0,0,0,0,0,0
2020-11-30,1090300049719,0,49,0,1,31700.0,3,39,47,1,0,1,0,2,0,0,0,107,0,0,0,0,0,0
2020-11-30,1090300112291,0,50,0,1,4000.0,0,0,11,0,0,1,0,1,1,0,0,17,0,0,0,0,0,0
2020-11-30,1090300228877,0,50,0,0,35000.0,0,0,44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-11-30,1090300235920,0,57,1,0,30100.0,0,0,23,0,0,1,0,1,2,0,0,460,0,0,0,0,0,0
2020-11-30,1090300358983,0,66,0,0,65000.0,0,0,37,0,0,1,0,1,2,0,0,151,0,0,0,0,0,0
2020-11-30,1090300378909,0,54,1,0,32500.0,0,0,21,0,0,1,0,1,3,0,0,328,0,0,0,0,0,0
2020-11-30,1090300441384,0,30,0,1,4000.0,0,0,19,0,0,1,0,1,1,0,0,74,0,0,0,0,0,0
2020-11-30,1090300499030,0,47,1,0,36000.0,5,7,8,0,0,1,0,2,2,0,0,132,0,0,0,0,0,0
2020-11-30,1090300546348,0,63,0,0,10100.0,0,0,44,0,0,0,0,1,2,0,0,90,0,0,0,0,0,0
2020-11-30,1090300582719,0,37,0,0,25000.0,0,5,33,0,0,1,0,2,1,0,0,633,0,0,0,0,0,0
2020-11-30,1090300616893,0,52,1,0,65000.0,0,0,47,0,0,1,0,1,3,0,0,718,0,0,0,0,0,0
2020-11-30,1090300617407,0,49,0,0,2000.0,0,0,9,0,0,1,0,1,1,0,0,26,0,0,0,0,0,0
2020-11-30,1090400145360,1,40,1,0,1000.0,0,0,53,0,0,1,0,1,3,0,0,5,0,0,0,0,0,0
2020-11-30,1090400179817,1,59,0,1,29500.0,0,0,20,0,0,1,0,1,2,0,0,228,0,0,0,0,0,0
2020-11-30,1090600025160,0,55,1,1,20000.0,0,0,15,0,0,1,0,1,1,0,0,286,0,0,0,0,0,0
2020-11-30,1090600157783,0,36,1,0,30000.0,1,63,68,0,0,1,0,1,0,1,0,715,0,0,0,0,0,0
2020-11-30,1090600165034,0,46,1,0,30000.0,0,74,68,0,0,1,0,1,1,0,0,442,0,0,0,0,0,0
2020-11-30,1090600180891,0,50,1,0,13000.0,12,12,14,0,0,1,0,1,2,0,0,1608,0,0,0,0,1,4
2020-11-30,1090600185175,0,37,1,0,15000.0,0,30,15,0,0,1,0,1,2,0,0,59,0,0,0,0,0,0
2020-11-30,1090600194409,0,46,1,0,5000.0,10,10,15,0,0,1,0,1,2,0,0,59,0,0,0,0,1,11
2020-11-30,1090600196738,0,40,0,0,19500.0,18,27,14,0,0,1,0,1,1,0,0,90,0,0,0,0,1,4
2020-11-30,1090600197262,0,63,0,1,25700.0,13,49,68,0,0,1,0,1,2,0,0,5329,0,0,0,0,0,0
2020-11-30,1090600198897,0,29,1,0,19000.0,4,16,68,0,0,1,0,1,1,1,0,237,0,0,0,0,0,0
2020-11-30,1090600199745,0,56,1,0,6000.0,2,46,68,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0
2020-11-30,1090600200271,0,32,0,0,59900.0,2,2,26,0,0,1,0,1,0,0,0,662,0,0,0,0,0,0
2020-11-30,1090600200565,0,36,1,0,14500.0,11,11,9,0,0,0,0,1,2,1,0,158,0,0,0,0,1,4
2020-11-30,1090600203122,0,36,1,0,30000.0,4,41,14,0,0,1,0,2,1,0,0,296,0,0,0,0,1,3
2020-11-30,1090600203556,0,42,0,0,50000.0,41,41,14,0,0,1,0,1,1,0,0,223,0,0,0,0,1,29
2020-11-30,1090600203696,0,40,1,0,4000.0,1,24,68,0,0,1,0,2,1,0,0,603,0,0,0,0,0,0
2020-11-30,1090600203939,0,36,1,0,13000.0,0,18,68,0,0,1,0,2,1,0,0,446,0,0,0,0,0,0
2020-11-30,1090600206318,0,50,0,0,133438.21,25,37,14,0,0,1,0,1,0,1,0,182,0,0,0,0,1,23
2020-11-30,1090600206768,0,31,1,0,17200.0,4,10,14,0,0,0,0,2,1,0,0,154,0,0,0,0,0,0
2020-11-30,1090600207683,0,42,0,0,4000.0,11,36,14,1,0,0,0,2,2,0,0,17,0,0,0,0,1,8
2020-11-30,1090600208001,0,33,1,0,21000.0,4,12,14,0,0,0,0,2,1,1,0,370,0,0,0,0,0,0
2020-11-30,1090600208116,0,28,0,0,17640.0,5,19,26,0,0,1,0,1,2,0,0,32,0,0,0,0,0,0
2020-11-30,1090600208272,0,56,0,1,21400.0,4,12,14,0,0,0,0,2,1,0,0,339,0,0,0,0,0,0
2020-11-30,1090600208582,0,33,1,0,17000.0,2,18,14,0,0,1,0,1,1,0,0,424,0,0,0,0,0,0
2020-11-30,1090600209121,0,41,0,0,36000.0,4,10,26,0,0,1,0,2,0,0,0,219,0,0,0,0,0,0
2020-11-30,1090600209180,0,35,1,0,43800.0,4,6,15,0,0,1,0,1,2,0,0,97,0,0,0,0,0,0
2020-12-31,1090100037478,1,62,1,0,200000.0,0,124,16,0,0,1,0,1,3,0,0,1519,1,1,0,0,0,0
2020-12-31,1090100114596,1,62,1,1,10000.0,6,17,2,0,0,0,0,3,0,1,0,74,0,0,3,3,1,2
2020-12-31,1090100123846,1,67,1,0,70000.0,0,122,80,0,0,1,0,3,1,0,0,1495,1,1,3,2,0,0
2020-12-31,1090100139459,1,69,1,1,21500.0,6,21,28,0,0,1,0,2,2,1,0,96,1,1,2,2,0,0
2020-12-31,1090100143316,1,55,1,0,10000.0,6,15,16,0,0,1,0,2,3,0,0,109,1,1,2,2,0,0
2020-12-31,1090100210757,1,57,1,0,3500.0,1,9,47,0,0,1,0,3,1,0,0,111,1,1,3,3,0,0
2020-12-31,1090100223662,0,60,0,0,40000.0,6,74,113,0,0,1,0,1,0,0,0,123,1,1,1,1,0,0
2020-12-31,1090100242373,1,60,1,1,22500.0,6,14,39,0,0,0,0,2,0,0,0,205,1,1,2,2,0,0
2020-12-31,1090100293229,0,64,1,1,10000.0,1,6,113,0,0,1,0,2,0,0,0,357,1,1,1,2,0,0
2020-12-31,1090100331074,1,71,0,0,16000.0,6,11,1,0,0,1,0,2,0,0,0,193,0,0,2,2,0,0
2020-12-31,1090100344494,1,40,1,0,15000.0,6,8,39,0,0,1,0,2,0,0,0,86,1,1,2,2,0,0
2020-12-31,1090100353434,1,47,1,1,970.0,6,6,15,0,0,1,0,2,2,0,0,198,1,1,2,2,0,0
2020-12-31,1090100355500,1,49,1,1,2500.0,5,5,39,0,0,1,0,1,2,1,0,10,1,1,0,0,0,0
2020-12-31,1090100368164,1,49,1,1,20000.0,0,0,39,0,0,0,0,1,3,0,0,248,1,1,0,1,0,0
2020-12-31,1090100383741,1,39,1,1,11000.0,6,80,80,0,0,1,0,2,2,0,0,32,1,1,2,2,0,0
2020-12-31,1090100405795,1,44,0,0,18500.0,6,17,80,0,0,1,0,2,0,0,0,147,1,1,2,2,0,0
2020-12-31,1090100406571,0,59,1,0,15000.0,0,0,83,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0
2020-12-31,1090100426342,1,47,1,0,13000.0,6,6,16,0,0,1,0,1,1,0,0,40,1,1,1,1,0,0
2020-12-31,1090100503266,1,65,1,1,53000.0,50,58,21,0,0,1,0,1,0,0,0,4503,1,0,1,1,1,43
2020-12-31,1090100534919,1,41,1,0,10000.0,6,12,26,0,0,1,0,2,1,0,0,107,1,1,2,2,0,0
2020-12-31,1090100576191,1,62,1,0,24000.0,6,6,54,0,0,1,0,1,1,0,0,69,1,1,0,1,0,0
2020-12-31,1090100623032,1,78,0,1,12700.0,6,119,2,0,0,0,0,2,1,0,0,37,0,0,2,2,1,2
2020-12-31,1090100652920,1,40,0,0,10000.0,6,14,19,0,0,1,0,2,1,1,0,79,1,1,2,2,1,3
2020-12-31,1090100670120,1,47,1,0,10000.0,6,10,19,0,0,1,0,2,1,1,0,298,0,0,2,2,0,0
2020-12-31,1090100686913,1,60,1,0,25000.0,6,10,19,0,0,0,0,2,2,0,0,195,1,1,2,2,0,0
2020-12-31,1090100701173,1,51,1,0,18900.0,6,6,39,0,0,0,0,1,2,0,0,53,1,1,0,1,0,0
2020-12-31,1090100709565,1,68,1,1,4000.0,0,110,28,0,0,1,0,3,1,0,0,234,1,1,3,3,0,0
2020-12-31,1090100715000,1,47,1,0,10000.0,6,10,80,0,0,1,0,2,2,0,0,3582,1,1,2,2,0,0
2020-12-31,1090100738204,1,50,0,1,10500.0,6,125,28,0,0,1,0,2,1,0,0,271,1,1,2,2,0,0
2020-12-31,1090100772682,1,58,0,0,15000.0,6,75,21,0,0,1,0,2,1,0,0,123,1,1,2,2,1,5
2020-12-31,1090100840548,1,34,1,0,19500.0,6,6,33,0,0,1,0,1,1,0,0,181,1,1,0,0,0,0
2020-12-31,1090100946320,0,32,1,0,15000.0,6,13,47,0,0,0,0,2,1,0,0,105,1,1,2,2,0,0
2020-12-31,1090100953610,0,56,1,0,34889.0,6,6,113,0,0,1,0,1,0,0,0,109,1,1,0,2,0,0
2020-12-31,1090100967734,1,40,1,0,20000.0,6,10,70,0,0,1,0,2,0,0,0,111,1,1,3,3,0,0
2020-12-31,1090100991783,1,56,1,1,19900.0,6,20,39,0,0,0,0,2,0,0,0,147,1,1,2,2,0,0
2020-12-31,1090101022008,1,62,1,0,10000.0,2,6,80,0,0,1,0,2,3,0,0,280,1,1,2,2,0,0
2020-12-31,1090101131192,1,34,1,0,15000.0,3,4,70,1,0,1,0,2,1,0,0,136,1,1,2,1,0,0
2020-12-31,1090101216333,1,40,1,1,15000.0,6,11,80,0,0,1,0,2,1,0,0,2233,1,1,2,2,0,0
2020-12-31,1090101216805,1,42,1,1,4500.0,2,6,39,0,0,0,0,2,2,0,0,162,1,1,3,3,0,0
2020-12-31,1090101362861,0,33,1,0,20000.0,0,6,126,0,0,1,0,2,2,0,0,223,1,1,2,2,0,0
2020-12-31,1090101374346,1,46,0,1,25000.0,6,6,19,0,0,1,0,1,1,0,0,89,1,1,1,1,1,3
2020-12-31,1090101394983,1,57,0,1,10000.0,6,6,11,0,0,1,0,1,1,0,0,36,1,0,0,0,1,4
2020-12-31,1090101500651,1,27,1,0,10000.0,6,10,33,0,0,1,0,2,1,0,0,112,1,1,2,2,0,0
2020-12-31,1090101506901,1,54,1,0,35000.0,0,0,59,0,0,1,0,1,1,0,0,44,1,1,0,0,0,0
2020-12-31,1090101535641,1,28,0,0,10000.0,6,11,33,0,0,1,0,2,0,0,0,117,1,1,2,2,0,0
2020-12-31,1090101561251,1,30,1,1,17000.0,6,12,113,0,0,1,0,2,0,0,0,449,1,1,2,2,0,0
2020-12-31,1090101597469,1,34,0,0,13000.0,6,17,16,0,0,1,0,2,1,0,0,602,1,1,2,2,1,5
2020-12-31,1090101598376,1,25,1,0,15000.0,6,13,16,0,0,0,0,2,3,1,0,53,1,1,2,2,0,0
2020-12-31,1090101648080,1,61,0,1,8000.0,0,0,21,0,0,1,0,1,2,0,0,79,1,0,0,0,0,0
2020-12-31,1090200040592,0,58,1,1,4450.0,6,6,76,0,0,1,0,1,3,0,0,110,1,1,1,1,1,2
2020-12-31,1090200233056,0,39,1,0,9000.0,0,0,91,0,0,1,0,1,0,0,0,204,0,0,0,0,0,0
2020-12-31,1090200309711,0,54,0,0,7000.0,0,0,12,0,0,0,0,1,2,0,0,137,1,1,0,1,0,0
2020-12-31,1090200509728,0,44,1,0,15100.0,0,5,14,0,0,1,0,2,2,0,0,281,1,1,2,1,0,0
2020-12-31,1090200532185,0,24,0,0,12450.0,6,10,53,0,0,1,0,2,0,0,0,179,1,1,2,2,0,0
2020-12-31,1090200532843,0,27,0,0,10000.0,6,11,91,0,0,1,0,2,1,0,0,144,0,0,2,2,1,2
2020-12-31,1090200549002,0,28,0,0,30000.0,6,6,13,0,0,1,0,1,2,0,0,508,1,1,0,0,0,0
2020-12-31,1090200557072,0,37,1,0,31000.0,0,6,14,0,0,1,0,3,1,1,0,724,1,1,2,2,0,0
2020-12-31,1090200564338,0,34,0,0,31000.0,6,14,14,0,0,1,0,2,1,1,0,149,1,1,2,2,0,0
2020-12-31,1090200566977,0,33,1,0,20700.0,6,13,10,0,0,0,0,2,0,0,0,156,1,1,2,2,1,4
2020-12-31,1090200579301,0,47,1,0,1000.0,0,0,27,0,0,1,0,1,0,0,0,21,1,1,0,0,0,0
2020-12-31,1090300003255,0,62,1,1,15900.0,6,6,9,0,0,0,0,1,3,0,0,46,1,1,1,1,0,0
2020-12-31,1090300022616,0,61,1,0,27000.0,6,6,80,0,0,1,0,1,3,0,0,98,1,1,0,0,0,0
2020-12-31,1090300041203,0,46,1,0,20000.0,1,6,16,0,0,0,0,2,1,0,0,369,1,1,2,2,0,0
2020-12-31,1090300135682,0,53,1,0,12000.0,12,12,22,0,0,1,0,1,2,0,0,199,1,1,0,0,1,4
2020-12-31,1090300185400,0,46,0,0,80000.0,0,0,19,0,0,1,0,1,2,0,0,127,1,1,0,0,0,0
2020-12-31,1090300205931,0,47,0,0,30000.0,0,117,38,0,0,1,0,1,2,0,0,315,1,1,0,0,0,0
2020-12-31,1090300207578,0,65,0,0,18000.0,6,124,45,0,0,1,0,2,2,1,0,102,1,1,2,2,0,0
2020-12-31,1090300226718,0,37,0,0,3500.0,0,0,0,0,0,1,0,1,2,0,0,8,0,0,0,0,0,0
2020-12-31,1090300387975,0,44,1,0,10000.0,0,0,1,0,0,1,0,1,3,0,0,289,0,0,0,0,0,0
2020-12-31,1090300474681,0,55,1,0,19000.0,6,6,17,0,0,0,0,1,2,0,0,69,1,1,0,1,0,0
2020-12-31,1090300479292,0,46,1,0,24000.0,6,10,17,0,0,0,0,2,1,0,0,138,1,1,2,2,0,0
2020-12-31,1090300536075,0,35,0,1,20000.0,6,14,10,0,0,1,0,2,1,0,0,264,1,1,2,2,0,0
2020-12-31,1090300539635,0,58,0,0,10000.0,6,12,130,0,0,1,0,2,1,0,0,192,1,1,2,2,0,0
2020-12-31,1090300550159,0,29,1,1,35000.0,5,11,80,0,0,1,0,2,2,0,0,282,1,1,2,1,0,0
2020-12-31,1090300565288,0,53,0,0,18000.0,0,0,130,0,0,1,0,1,1,1,0,214,1,1,2,1,0,0
2020-12-31,1090300570273,0,46,1,0,12300.0,6,11,10,0,0,1,0,2,1,0,0,157,1,1,2,2,0,0
2020-12-31,1090300578649,0,61,1,1,30000.0,0,0,12,0,0,0,0,1,2,0,0,21,1,1,0,0,0,0
2020-12-31,1090300600181,0,34,1,0,10000.0,5,13,80,0,0,1,0,2,1,1,0,29,1,1,2,1,0,0
2020-12-31,1090300617652,0,42,1,1,50000.0,0,0,10,0,0,1,0,1,0,0,0,639,1,1,0,0,0,0
2020-12-31,1090400023086,1,70,1,0,15000.0,6,16,2,0,0,0,0,2,2,0,0,94,0,0,2,2,1,4
2020-12-31,1090400023710,1,57,0,0,9990.0,3,11,1,0,0,1,0,2,1,0,0,1656,0,0,2,1,0,0
2020-12-31,1090400055531,1,49,1,1,10400.0,6,9,19,0,0,1,0,2,0,0,0,264,0,0,2,2,0,0
2020-12-31,1090400076058,0,43,1,0,12000.0,6,13,47,0,0,0,0,2,2,0,0,363,1,1,2,2,0,0
2020-12-31,1090400109606,1,33,1,0,6500.0,0,6,19,0,0,1,0,2,1,0,0,136,1,1,2,2,0,0
2020-12-31,1090400114189,1,52,1,0,15000.0,6,17,39,0,0,0,0,2,1,0,0,91,1,1,2,2,0,0
2020-12-31,1090400121738,1,52,1,0,12000.0,6,12,59,0,0,1,0,2,1,0,0,44,1,1,2,2,0,0
2020-12-31,1090400159794,1,50,0,0,15000.0,6,15,28,0,0,1,0,2,2,1,0,3170,1,1,2,2,0,0
2020-12-31,1090400180777,1,40,1,0,6000.0,6,6,33,0,0,1,0,1,2,0,0,149,1,1,0,0,0,0
2020-12-31,1090400196479,1,42,1,0,2000.0,0,0,19,0,0,1,0,1,1,0,0,51,1,1,0,0,0,0
2020-12-31,1090400204579,1,38,1,1,35000.0,5,6,39,0,0,1,0,2,1,0,0,591,1,1,3,3,0,0
2020-12-31,1090400204765,1,35,1,0,10000.0,6,13,33,0,0,1,0,2,2,0,0,214,1,1,2,2,0,0
2020-12-31,1090400208256,1,35,1,0,16000.0,6,16,28,0,0,1,0,2,2,0,0,4213,1,1,2,2,0,0
2020-12-31,1090400215694,1,29,1,0,25000.0,6,6,19,0,0,1,0,1,0,0,0,268,0,0,0,0,0,0
2020-12-31,1090400223018,1,52,1,0,10000.0,6,13,80,0,0,1,0,2,0,0,0,5047,1,1,2,3,0,0
2020-12-31,1090400230901,0,33,0,0,29500.0,6,6,19,0,0,1,0,1,0,0,0,504,1,1,0,0,0,0
2020-12-31,1090600078441,1,40,1,1,5000.0,2,6,28,0,0,1,0,2,1,0,0,81,1,1,2,2,0,0
2020-12-31,1090600090875,0,32,1,0,12000.0,3,6,27,0,0,1,0,2,2,0,0,76,1,1,2,2,0,0
2020-12-31,1090600104680,0,31,1,0,19200.0,6,12,10,0,0,1,0,2,0,0,0,145,0,0,2,2,1,2
2020-12-31,1090600107603,0,42,1,0,23000.0,6,43,10,0,0,1,0,1,1,0,0,66,0,0,1,1,1,2
2020-12-31,1090600125156,0,68,1,0,50000.0,1,108,69,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
2020-12-31,1090600125458,0,34,1,0,13000.0,4,6,10,0,0,0,0,2,1,0,0,157,0,0,2,1,0,0
2020-12-31,1090600126900,0,36,1,0,40000.0,6,70,16,0,0,1,0,1,0,1,0,115,1,1,1,1,0,0
2020-12-31,1090600136077,0,37,0,0,17200.0,6,14,10,0,0,1,0,2,1,0,0,332,0,0,2,2,1,2
2020-12-31,1090600136441,0,58,1,0,18100.0,6,75,10,0,0,1,0,1,1,0,0,52,0,0,1,1,1,2
2020-12-31,1090600140635,0,38,0,0,7000.0,4,6,10,0,0,0,0,2,1,0,0,195,0,0,2,2,1,4
2020-12-31,1090600146111,0,52,0,0,11300.0,6,10,69,0,0,1,0,2,0,0,0,330,1,1,2,2,0,0
2020-12-31,1090600166626,0,27,1,0,19500.0,0,6,69,0,0,1,0,2,1,0,0,398,1,1,2,2,0,0
2020-12-31,1090600174262,0,47,0,0,15000.0,0,76,10,0,0,1,0,1,1,0,0,525,0,0,0,0,0,0
2021-01-31,1090100785113,1,42,1,0,25000.0,0,0,20,0,0,1,0,1,2,0,0,322,0,0,0,0,0,0
2021-01-31,1090200046671,0,45,1,1,20000.0,0,0,54,0,0,1,0,1,1,0,0,91,1,1,0,0,0,0
2021-01-31,1090200491403,0,43,1,1,11700.0,7,11,54,0,0,1,0,2,3,0,0,1090,1,1,2,2,0,0
2021-01-31,1090200556017,0,42,0,0,4500.0,7,12,15,0,0,0,0,2,3,0,0,1387,1,1,2,2,0,0
2021-01-31,1090200580163,0,32,1,0,35000.0,0,0,171,1,0,1,0,1,1,0,0,88,1,1,0,0,0,0
2021-01-31,1090200580228,0,44,1,1,3000.0,0,0,64,0,0,1,0,1,2,0,0,6,0,0,0,0,0,0
2021-01-31,1090300046116,0,66,0,0,10000.0,0,0,23,0,0,0,0,1,2,0,0,258,1,1,0,0,0,0
2021-01-31,1090300171239,0,54,0,0,20000.0,0,0,14,0,0,0,0,1,2,0,0,53,1,1,0,0,0,0
