Fecha Cierre,Client_ID,Resident_Iquitos,Client_Age_Years,Client_Sex,Client_Married,Amount_Last_Disbursement,n(Months)_Since_Last_Disbursement,n(Months)_Client_Relationship,n(Months)_LO_Active_Employee,Client_Status_Post3Months,Client_Status_Post6Months,LO_Active_Employee_Post3Months,LO_Active_Employee_Post6Months,n(Loans)_Outstanding_Maynas,n(Loans)_Outstanding_Other,n(Additional_Loans)_Post3Months,n(Additional_Loans)_Post6Months,Total_Accumulated_Interest_per_Client,LO_Active_Employee_Prior3Months,LO_Active_Employee_Prior6Months,n(Additional_Loans)_Pre3Months,n(Additional_Loans)_Pre6Months,LO_Changed,n(Months)_Change_LO
2020-08-31,1090400160911,1,49,1,0,4000.0,5,67,24,1,1,0,0,1,3,1,1,16,1,1,0,0,0,0
2020-08-31,1090400172774,1,61,1,0,5000.0,6,6,24,1,1,1,0,1,3,0,0,1148,1,1,0,0,0,0
2020-08-31,1090400177482,1,59,0,0,20000.0,2,7,24,1,1,1,0,2,4,0,0,63,1,1,1,1,0,0
2020-08-31,1090400185884,1,38,0,0,30000.0,6,6,5,1,1,0,0,1,1,1,1,225,1,0,0,0,1,5
2020-08-31,1090400193381,1,41,1,0,35000.0,6,6,15,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
2020-08-31,1090400210056,1,29,0,0,28600.0,1,8,15,1,1,1,1,2,2,0,1,149,1,1,1,1,0,0
2020-08-31,1090400210200,0,31,1,0,29500.0,11,11,22,1,1,1,1,1,2,1,1,0,1,1,0,0,0,0
2020-08-31,1090400211125,1,30,0,0,8026.0,0,9,109,1,1,1,0,2,5,0,0,1792,1,0,1,1,0,0
2020-08-31,1090400212954,1,34,1,0,10000.0,2,7,50,1,1,1,1,2,2,0,0,710,1,1,1,1,0,0
2020-08-31,1090400215775,1,29,1,0,8000.0,1,1,12,1,1,1,1,1,1,0,0,290,1,0,0,0,0,0
2020-08-31,1090400218375,1,54,1,1,4000.0,10,10,17,1,1,1,1,1,3,0,0,20,1,1,0,0,1,7
2020-08-31,1090400222259,1,31,0,0,5000.0,0,9,24,1,1,1,0,2,2,0,0,389,1,1,1,1,0,0
2020-08-31,1090400229245,1,40,0,0,25100.0,1,6,29,1,1,0,0,2,3,1,1,534,1,1,1,1,0,0
2020-08-31,1090400232602,1,54,0,0,5900.0,2,10,109,1,1,1,0,3,1,0,0,306,1,0,2,2,0,0
2020-08-31,1090400233633,1,28,1,0,30000.0,1,5,109,1,1,1,0,2,2,0,1,374,1,0,1,1,0,0
2020-08-31,1090400239348,1,36,0,0,28000.0,1,10,55,1,1,1,1,1,2,0,0,137,1,1,1,1,0,0
2020-08-31,1090400239682,1,61,0,0,15000.0,11,21,24,1,1,1,0,2,0,0,0,242,1,1,2,2,0,0
2020-08-31,1090400240591,1,28,1,0,19500.0,11,11,17,1,1,1,1,1,2,0,0,65,1,1,0,0,1,7
2020-08-31,1090400246361,0,57,0,0,15000.0,0,11,22,1,1,1,1,1,2,0,0,420,1,1,1,1,0,0
2020-08-31,1090400249033,0,44,1,0,10000.0,9,9,22,1,1,1,1,1,1,0,0,105,1,1,0,0,0,0
2020-08-31,1090400249432,0,41,0,0,5000.0,7,7,22,1,1,1,1,1,3,0,1,1205,1,1,0,0,0,0
2020-08-31,1090600006611,0,58,1,1,6500.0,12,12,65,1,1,1,1,1,3,0,0,1062,1,0,0,0,0,0
2020-08-31,1090600009555,0,55,1,1,19500.0,8,8,11,1,1,1,1,1,2,0,0,380,1,1,0,0,0,0
2020-08-31,1090600018724,0,55,0,0,10000.0,6,17,23,1,1,1,1,1,2,0,0,279,1,1,0,0,0,0
2020-08-31,1090600030643,0,69,0,0,3000.0,5,11,12,1,1,1,1,2,3,0,0,148,1,1,2,1,0,0
2020-08-31,1090600031127,0,38,0,0,20000.0,1,1,23,1,1,1,1,1,2,0,0,723,1,1,0,0,0,0
2020-08-31,1090600031348,0,70,1,0,5000.0,6,6,11,1,1,0,0,1,2,0,0,92,1,1,0,0,0,0
2020-08-31,1090600041815,0,36,0,0,15000.0,0,8,11,1,1,0,0,1,2,0,0,249,1,1,0,0,0,0
2020-08-31,1090600045047,0,59,0,0,5000.0,0,0,33,0,1,1,1,1,3,0,1,71,0,1,0,0,0,0
2020-08-31,1090600055255,0,52,1,0,18000.0,1,56,11,1,1,0,0,1,2,0,0,61,1,1,1,2,0,0
2020-08-31,1090600055794,0,56,0,0,35000.0,11,11,65,1,1,1,1,1,0,0,0,122,1,0,0,0,1,8
2020-08-31,1090600063711,0,42,1,0,29000.0,9,66,11,1,1,0,0,1,2,1,1,346,1,1,0,0,0,0
2020-08-31,1090600063860,0,57,1,0,3000.0,7,46,65,1,0,1,1,2,1,1,0,58,1,0,2,2,1,8
2020-08-31,1090600067938,0,41,1,0,5000.0,10,10,12,1,0,1,1,1,3,0,0,85,1,1,0,0,0,0
2020-08-31,1090600085120,0,59,0,0,52000.0,20,118,12,1,1,1,1,1,1,0,0,506,1,1,0,0,1,14
2020-08-31,1090600085537,0,46,1,0,60000.0,14,112,11,1,1,0,0,1,1,0,0,457,1,1,0,0,0,0
2020-08-31,1090600091359,0,48,0,0,9000.0,6,88,65,1,1,1,1,2,1,0,0,5312,1,0,2,2,0,0
2020-08-31,1090600096687,0,58,0,0,30000.0,1,40,11,1,1,1,0,1,2,0,0,100,1,0,1,1,0,0
2020-08-31,1090600098710,0,43,0,0,80000.0,5,33,23,1,1,1,1,1,1,0,0,418,1,1,0,1,0,0
2020-08-31,1090600099384,0,65,0,1,6000.0,0,11,65,1,1,1,1,2,2,1,1,360,1,0,1,1,0,0
2020-08-31,1090600101885,0,32,0,0,49900.0,8,81,65,1,1,1,1,1,3,0,0,121,1,0,0,0,0,0
2020-08-31,1090600102954,0,60,0,0,29500.0,10,10,11,1,1,0,0,1,2,0,0,388,1,1,0,0,0,0
2020-08-31,1090600103080,0,58,0,0,30000.0,1,26,65,1,1,1,1,2,3,0,0,225,1,0,2,2,0,0
2020-08-31,1090600103136,1,60,1,1,21514.0,1,9,66,1,1,1,1,3,0,1,1,2211,1,1,2,3,0,0
2020-08-31,1090600103411,0,36,0,0,26000.0,11,11,12,1,1,1,1,1,3,0,0,350,1,1,0,0,1,11
2020-08-31,1090600105279,0,42,1,0,18000.0,9,29,65,1,1,1,1,2,3,0,0,4348,1,0,2,2,0,0
2020-08-31,1090600105457,0,54,1,0,23800.0,1,7,11,1,1,1,0,2,1,0,0,290,1,0,1,1,0,0
2020-08-31,1090600105473,0,62,0,0,30000.0,1,36,11,1,1,1,0,2,1,0,1,209,1,0,1,2,0,0
2020-08-31,1090600105627,0,51,0,0,15000.0,2,16,11,1,1,1,1,1,3,0,0,146,1,1,1,1,0,0
2020-08-31,1090600106291,0,32,0,0,70000.0,0,29,65,1,1,1,1,1,3,0,0,31,1,0,0,0,0,0
2020-08-31,1090600108138,0,48,0,0,50000.0,10,123,23,1,1,1,1,1,2,0,0,4511,1,1,0,0,0,0
2020-08-31,1090600111007,0,46,0,1,60000.0,17,97,23,1,1,1,1,1,2,0,0,2722,1,1,0,0,1,15
2020-08-31,1090600114324,0,45,1,0,15000.0,6,34,11,1,1,1,1,2,1,0,1,412,1,1,2,2,0,0
2020-08-31,1090600114740,0,45,1,0,29500.0,11,11,11,1,1,1,1,1,1,0,0,389,1,1,0,0,0,0
2020-08-31,1090600117064,0,56,0,1,6000.0,1,42,65,1,1,1,1,2,1,1,1,279,1,0,2,2,0,0
2020-08-31,1090600117170,0,36,1,0,12600.0,9,66,11,1,1,0,0,1,2,1,1,335,1,1,0,0,0,0
2020-08-31,1090600117528,0,42,1,0,20100.0,1,22,12,1,1,1,1,1,0,0,0,326,1,1,0,0,0,0
2020-08-31,1090600118893,0,33,1,0,50000.0,6,57,11,1,1,0,0,1,1,0,0,1273,1,1,0,0,0,0
2020-09-30,1090100000582,1,50,1,0,12000.0,0,120,16,0,0,0,0,1,2,0,0,299,1,0,0,0,0,0
2020-09-30,1090100017043,1,52,0,1,2000.0,6,12,36,0,0,0,0,2,1,0,0,406,1,0,2,0,0,0
2020-09-30,1090100020044,1,66,1,1,24000.0,2,11,18,0,0,0,0,2,2,0,0,230,0,0,1,0,1,2
2020-09-30,1090100040282,1,66,1,1,25300.0,0,65,56,0,0,0,0,1,3,0,0,35,1,0,1,0,0,0
2020-09-30,1090100040487,1,53,1,0,6500.0,0,6,77,0,0,0,0,3,1,0,0,257,1,0,3,0,0,0
2020-09-30,1090100043923,1,56,0,0,25000.0,2,9,19,0,0,0,0,2,1,0,0,169,1,0,1,0,0,0
2020-09-30,1090100050199,1,55,0,1,22000.0,3,14,77,0,0,0,0,2,2,0,0,135,1,0,2,0,0,0
2020-09-30,1090100050521,1,63,1,1,5600.0,3,10,36,0,0,0,0,2,4,0,0,243,1,0,2,0,0,0
2020-09-30,1090100080373,1,76,1,0,4800.0,1,11,13,0,0,0,0,2,2,0,0,55,1,0,1,0,0,0
2020-09-30,1090100084760,1,66,1,0,12000.0,26,26,10,0,0,0,0,1,5,0,0,165,1,0,0,0,1,11
2020-09-30,1090100085448,1,67,1,0,3000.0,11,11,30,0,0,0,0,1,3,0,0,3,1,0,0,0,0,0
2020-09-30,1090100087548,1,63,0,1,12600.0,2,28,51,0,0,0,0,2,2,0,0,141,1,0,2,0,0,0
2020-09-30,1090100094731,1,54,1,1,10000.0,3,7,30,0,0,0,0,2,2,0,0,49,1,0,2,0,0,0
2020-09-30,1090100099627,1,59,1,1,13000.0,9,9,77,0,0,0,0,1,1,0,0,184,1,0,0,0,0,0
2020-09-30,1090100112160,1,79,1,0,30000.0,2,55,25,0,0,0,0,2,0,0,0,3648,1,0,1,0,0,0
2020-09-30,1090100113921,1,58,1,0,6500.0,0,10,23,0,0,0,0,2,1,0,0,161,1,0,1,0,0,0
2020-09-30,1090100114383,1,54,1,0,25000.0,9,106,18,0,0,0,0,1,0,0,0,4263,1,0,0,0,0,0
2020-09-30,1090100115371,1,55,1,1,5000.0,7,7,36,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
2020-09-30,1090100122971,1,71,1,0,9100.0,15,15,77,0,0,0,0,1,3,0,0,44,1,0,0,0,0,0
2020-09-30,1090100125059,1,60,1,0,13000.0,3,72,65,0,0,0,0,3,1,0,0,245,1,0,3,0,0,0
2020-09-30,1090100143880,1,59,1,0,350000.0,37,37,109,0,0,0,0,1,1,0,0,685,1,0,0,0,1,32
2020-09-30,1090100183172,1,61,1,0,5000.0,1,13,51,0,0,0,0,2,2,0,0,92,1,0,2,0,0,0
2020-09-30,1090100191591,1,65,0,0,25000.0,3,81,23,0,0,0,0,1,0,0,0,446,1,0,0,0,0,0
2020-09-30,1090100193739,1,58,1,0,13000.0,23,23,44,0,0,0,0,1,2,0,0,97,1,0,0,0,1,13
2020-09-30,1090100199222,1,56,1,0,10000.0,3,16,25,0,0,0,0,2,2,0,0,37,1,0,2,0,0,0
2020-09-30,1090100202215,1,54,1,0,45000.0,10,10,18,0,0,0,0,1,0,0,0,5727,0,0,0,0,1,6
2020-09-30,1090100208779,1,47,1,1,21453.18,1,1,51,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0
2020-09-30,1090100227391,1,57,0,1,29500.0,2,2,13,0,0,0,0,1,3,0,0,1509,1,0,2,0,0,0
2020-09-30,1090100231711,1,47,0,0,2000.0,6,8,13,0,0,0,0,2,1,0,0,539,1,0,2,0,1,6
2020-09-30,1090100236918,1,48,1,0,12000.0,3,70,30,0,0,0,0,2,2,0,0,308,1,0,2,0,0,0
2020-09-30,1090100238147,1,48,1,1,18500.0,11,11,77,0,0,0,0,1,1,0,0,4289,1,0,0,0,1,8
2020-09-30,1090100240222,1,61,1,1,4500.0,12,12,51,0,0,0,0,1,2,0,0,71,1,0,0,0,0,0
2020-09-30,1090100244082,1,46,1,0,15000.0,14,14,36,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2020-09-30,1090100265896,1,67,0,0,5000.0,7,7,16,0,0,0,0,1,2,0,0,21,1,0,0,0,0,0
2020-09-30,1090100267058,1,60,1,1,24000.0,9,9,25,0,0,0,0,1,0,0,0,109,1,0,0,0,0,0
2020-09-30,1090100272264,1,49,1,0,12000.0,1,101,56,0,0,0,0,1,1,0,0,9,1,0,1,0,0,0
2020-09-30,1090100292648,1,46,1,1,10000.0,1,75,12,0,0,0,0,2,2,0,0,7,1,0,1,0,0,0
2020-09-30,1090100299472,1,48,1,0,3000.0,8,100,19,0,0,0,0,1,3,0,0,5,1,0,0,0,0,0
2020-09-30,1090100336424,1,61,1,0,5200.0,3,14,12,0,0,0,0,2,1,0,0,2233,1,0,3,0,0,0
2020-09-30,1090100356620,1,53,0,0,8800.0,1,7,36,0,0,0,0,2,1,0,0,91,1,0,1,0,0,0
2020-09-30,1090100357731,1,58,0,0,50000.0,11,11,13,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6
2020-09-30,1090100361925,1,45,1,0,6000.0,1,8,110,0,0,0,0,2,2,0,0,113,1,0,1,0,0,0
2020-09-30,1090100374121,1,58,0,0,15000.0,15,15,36,0,0,0,0,1,2,0,0,51,1,0,0,0,0,0
2020-09-30,1090100376655,1,59,1,0,29500.0,11,11,25,0,0,0,0,1,2,0,0,147,1,0,0,0,0,0
2020-09-30,1090100434183,1,58,1,1,12500.0,2,16,19,0,0,0,0,2,0,0,0,52,1,0,1,0,0,0
2020-09-30,1090100442224,1,66,1,0,3000.0,2,10,77,0,0,0,0,2,2,0,0,276,1,0,1,0,0,0
2020-09-30,1090100445975,1,51,1,1,52000.0,2,15,8,0,0,0,0,2,3,0,0,757,0,0,1,0,0,0
2020-09-30,1090100457884,1,49,1,0,5400.0,1,113,25,0,0,0,0,2,1,0,0,89,1,0,1,0,0,0
2020-09-30,1090100458872,1,50,1,0,50000.0,18,18,110,0,0,0,0,1,0,0,0,1354,1,0,0,0,0,0
2020-09-30,1090100486655,1,48,1,0,10000.0,0,8,8,0,0,0,0,1,3,0,0,255,0,0,1,0,0,0
2020-09-30,1090100491063,1,44,0,0,19500.0,11,11,18,0,0,0,0,1,3,0,0,259,1,0,0,0,1,8
2020-09-30,1090100502901,1,64,1,0,40000.0,12,12,36,0,0,0,0,1,1,0,0,87,1,0,0,0,0,0
2020-09-30,1090100505137,1,55,1,0,30000.0,14,14,89,0,0,0,0,1,1,0,0,439,1,0,0,0,1,8
2020-09-30,1090100511650,1,61,1,0,10000.0,2,20,10,0,0,0,0,1,1,0,0,184,1,0,1,0,0,0
2020-09-30,1090100511919,0,66,1,1,20000.0,13,78,44,0,0,0,0,1,1,0,0,348,1,0,0,0,1,8
2020-09-30,1090100534757,1,41,1,0,24700.0,9,9,103,0,0,0,0,1,3,0,0,91,0,0,0,0,0,0
2020-09-30,1090100536784,1,53,0,0,8000.0,1,11,36,0,0,0,0,3,2,0,0,141,1,0,2,0,0,0
2020-09-30,1090100556238,1,40,0,0,5000.0,10,10,77,0,0,0,0,1,3,0,0,116,1,0,0,0,0,0
2020-09-30,1090100570401,1,40,0,1,36000.0,0,21,19,0,0,0,0,2,1,0,0,487,1,0,1,0,0,0
2020-09-30,1090100595179,1,63,1,1,5000.0,3,7,51,0,0,0,0,2,1,0,0,112,1,0,3,0,0,0
2020-09-30,1090100627810,1,39,0,0,22700.0,2,93,13,0,0,0,0,2,2,0,0,434,1,0,1,0,0,0
2020-09-30,1090100632074,1,60,0,0,15000.0,10,10,25,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
2020-09-30,1090100633020,1,38,1,0,28000.0,1,8,25,0,0,0,0,2,1,0,0,2530,1,0,1,0,0,0
2020-09-30,1090100661147,1,46,1,1,11600.0,2,11,25,0,0,0,0,2,0,0,0,110,1,0,1,0,0,0
2020-09-30,1090100672319,0,77,1,1,2700.0,14,14,44,0,0,0,0,1,2,0,0,99,1,0,0,0,0,0
2020-09-30,1090100677027,1,66,0,1,20000.0,11,11,18,0,0,0,0,1,2,0,0,3714,1,0,0,0,1,8
2020-09-30,1090100725820,0,39,1,0,30500.0,7,7,42,0,0,0,0,1,1,0,0,483,1,0,0,0,0,0
2020-09-30,1090100727237,1,56,1,0,3800.0,3,11,23,0,0,0,0,2,1,0,0,127,1,0,2,0,0,0
2020-09-30,1090100730416,0,43,1,0,29500.0,2,2,44,0,0,0,0,1,0,0,0,137,1,0,2,0,0,0
2020-09-30,1090100735612,1,46,1,0,14200.0,3,7,10,0,0,0,0,2,4,0,0,141,1,0,2,0,0,0
2020-09-30,1090100744824,1,70,1,0,5000.0,1,6,16,0,0,0,0,2,2,0,0,114,1,0,1,0,0,0
2020-09-30,1090100746134,0,52,0,0,50000.0,7,105,44,0,0,0,0,1,0,0,0,228,1,0,0,0,0,0
2020-09-30,1090100765619,1,55,1,1,35000.0,7,106,65,0,0,0,0,1,0,0,0,415,1,0,0,0,0,0
2020-09-30,1090100772577,1,51,1,1,14000.0,15,15,25,0,0,0,0,1,4,0,0,290,1,0,0,0,0,0
2020-09-30,1090100800180,1,37,1,1,15000.0,14,14,36,0,0,0,0,1,2,0,0,41,1,0,0,0,0,0
2020-09-30,1090100806170,0,50,1,0,6000.0,10,16,44,0,0,0,0,2,3,0,0,58,1,0,2,0,0,0
2020-09-30,1090100807681,1,45,0,1,4000.0,0,0,30,0,0,0,0,1,1,0,0,142,1,0,0,0,0,0
2020-09-30,1090100810096,1,34,0,0,5000.0,3,7,10,0,0,0,0,2,2,0,0,51,1,0,2,0,0,0
2020-09-30,1090100820172,1,52,1,1,39000.0,7,7,110,0,0,0,0,1,0,0,0,202,1,0,0,0,0,0
2020-09-30,1090100820857,1,62,1,1,14000.0,11,11,12,0,0,0,0,1,1,0,0,284,1,0,0,0,0,0
2020-09-30,1090100825824,1,37,0,0,9000.0,6,12,25,0,0,0,0,1,1,0,0,2156,1,0,0,0,1,6
2020-09-30,1090100846449,1,52,1,1,1000.0,6,9,18,0,0,0,0,1,1,0,0,29,0,0,1,0,0,0
2020-09-30,1090100927031,1,42,1,0,2100.0,1,1,18,0,0,0,0,1,4,0,0,8,1,0,1,0,0,0
2020-09-30,1090100936367,1,39,0,0,10100.0,1,11,13,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2020-09-30,1090100939943,1,44,0,1,5000.0,7,14,25,0,0,0,0,2,0,0,0,155,1,0,2,0,1,6
2020-09-30,1090100962015,1,77,0,0,49000.0,8,8,77,0,0,0,0,1,1,0,0,517,1,0,0,0,0,0
2020-09-30,1090100974552,1,46,1,0,6400.0,9,14,18,0,0,0,0,2,2,0,0,2220,1,0,2,0,0,0
2020-09-30,1090101048848,0,39,0,0,35000.0,1,1,12,0,0,0,0,1,1,0,0,490,1,0,0,0,0,0
2020-09-30,1090101116002,1,60,1,1,15000.09,1,6,110,0,0,0,0,2,1,0,0,399,1,0,1,0,0,0
2020-09-30,1090101133675,1,53,0,0,10000.0,2,3,13,0,0,0,0,2,1,0,0,304,1,0,2,0,0,0
2020-09-30,1090101141147,1,49,1,0,15000.0,28,28,36,0,0,0,0,1,2,0,0,90,1,0,0,0,1,16
2020-09-30,1090101175637,1,49,1,0,5200.0,12,12,77,0,0,0,0,1,2,0,0,16,1,0,0,0,1,8
2020-09-30,1090101182773,1,28,1,0,10000.0,10,10,77,0,0,0,0,1,4,0,0,11,1,0,0,0,1,8
2020-09-30,1090101218646,1,61,1,0,14500.0,3,9,36,0,0,0,0,2,3,0,0,67,1,0,2,0,0,0
2020-09-30,1090101225774,1,35,0,0,12000.0,3,8,77,0,0,0,0,2,1,0,0,989,1,0,2,0,0,0
2020-09-30,1090101244698,1,56,1,1,2000.0,6,6,77,0,0,0,0,1,1,0,0,49,1,0,0,0,0,0
2020-09-30,1090101245295,1,35,1,1,4750.0,3,13,13,0,0,0,0,2,1,0,0,558,1,0,2,0,1,2
2020-09-30,1090101263871,1,42,1,0,13000.0,3,15,77,0,0,0,0,1,4,0,0,19,1,0,1,0,0,0
2020-09-30,1090101282336,1,33,1,0,3000.0,11,11,13,0,0,0,0,1,3,0,0,0,1,0,0,0,1,10
2020-09-30,1090101303147,1,55,0,1,8000.0,6,6,36,0,0,0,0,1,2,0,0,1856,1,0,0,0,0,0
2020-09-30,1090101317512,1,32,0,0,10000.0,9,9,25,0,0,0,0,1,2,0,0,172,1,0,0,0,0,0
2020-09-30,1090101326139,1,32,0,0,70000.0,13,13,1,0,0,0,0,1,2,0,0,485,0,0,0,0,1,10
2020-09-30,1090101355490,1,30,0,0,10000.0,3,9,16,0,0,0,0,2,0,0,0,822,1,0,2,0,0,0
2020-09-30,1090101412353,1,25,0,0,30000.0,3,10,77,0,0,0,0,2,1,0,0,166,1,0,2,0,0,0
2020-09-30,1090101418530,1,25,1,0,12000.0,9,13,65,0,0,0,0,2,2,0,0,3097,1,0,2,0,0,0
2020-09-30,1090101432605,1,36,0,0,20000.0,7,7,8,0,0,0,0,1,1,0,0,4208,0,0,0,0,0,0
2020-09-30,1090101433377,1,29,0,0,15000.0,8,8,13,0,0,0,0,1,1,0,0,3572,1,0,0,0,0,0
2020-09-30,1090101437305,1,33,1,0,15000.0,8,8,36,0,0,0,0,1,1,0,0,3624,1,0,0,0,0,0
2020-09-30,1090101443712,1,34,0,0,15000.0,8,8,16,0,0,0,0,1,2,0,0,1160,1,0,0,0,0,0
2020-09-30,1090101443887,1,28,0,0,1000.0,1,1,10,0,0,0,0,1,3,0,0,50,1,0,0,0,0,0
2020-09-30,1090101451430,1,46,1,0,3000.0,0,0,36,0,0,0,0,1,1,0,0,89,1,0,0,0,0,0
2020-09-30,1090101458604,1,27,1,0,16500.0,8,11,18,0,0,0,0,2,1,0,0,3282,1,0,2,0,1,8
2020-09-30,1090101474049,1,63,0,0,10000.0,8,8,110,0,0,0,0,1,3,0,0,2431,1,0,0,0,0,0
2020-09-30,1090101486942,0,33,1,0,17000.0,10,10,44,0,0,0,0,1,2,0,0,214,1,0,0,0,0,0
2020-09-30,1090101515683,1,39,1,0,26000.0,12,12,23,0,0,0,0,1,2,0,0,44,1,0,0,0,0,0
2020-09-30,1090101517783,1,30,1,0,25000.0,12,12,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-09-30,1090101527932,1,42,1,0,10000.0,11,11,25,0,0,0,0,1,1,0,0,44,1,0,0,0,0,0
2020-09-30,1090101537369,1,39,1,0,40000.0,9,9,11,0,0,0,0,1,0,0,0,218,1,0,0,0,0,0
2020-09-30,1090101545922,1,26,1,0,40000.0,1,23,30,0,0,0,0,1,2,0,0,29,1,0,0,0,0,0
2020-09-30,1090101554981,0,26,0,0,26000.0,4,4,13,0,0,0,0,1,2,0,0,599,1,0,0,0,0,0
2020-09-30,1090101560000,0,32,0,0,25000.0,10,19,44,0,0,0,0,1,1,0,0,291,1,0,0,0,0,0
2020-09-30,1090101575449,1,36,0,0,20000.0,3,3,13,0,0,0,0,1,1,0,0,38,1,0,1,0,0,0
2020-09-30,1090101587196,1,33,0,0,2650.0,3,10,77,0,0,0,0,2,2,0,0,2624,1,0,2,0,0,0
2020-09-30,1090101588494,1,36,0,0,31000.0,17,17,13,0,0,0,0,1,1,0,0,202,1,0,0,0,0,0
2020-09-30,1090101606051,1,56,1,1,180000.0,10,10,77,0,0,0,0,1,1,0,0,5163,1,0,0,0,0,0
2020-09-30,1090101622579,1,76,1,1,5000.0,11,11,10,0,0,0,0,1,2,0,0,49,1,0,0,0,1,2
2020-09-30,1090101630156,1,54,1,0,2000.0,8,8,10,0,0,0,0,1,1,0,0,17,1,0,0,0,0,0
2020-09-30,1090200000264,0,74,1,0,12000.0,11,11,151,0,0,0,0,1,3,0,0,2541,1,0,0,0,0,0
2020-09-30,1090200020362,0,66,0,1,30000.0,2,112,167,0,0,0,0,2,3,0,0,578,1,0,2,0,0,0
2020-09-30,1090200024911,0,57,1,1,4000.0,10,10,15,0,0,0,0,1,2,0,0,32,1,0,0,0,0,0
2020-09-30,1090200026719,0,73,0,0,40000.0,11,11,151,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2020-09-30,1090200031020,0,65,1,0,20000.0,6,6,12,0,0,0,0,1,3,0,0,3972,1,0,0,0,0,0
2020-09-30,1090200037583,0,64,0,1,3000.0,1,92,11,0,0,0,0,3,2,0,0,27,1,0,2,0,0,0
2020-09-30,1090200047309,0,63,1,0,38000.0,8,8,17,0,0,0,0,1,0,0,0,3686,1,0,1,0,0,0
2020-09-30,1090200066958,0,65,1,1,26000.0,8,8,8,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2020-09-30,1090200068101,0,46,0,0,37000.0,0,9,17,0,0,0,0,2,0,0,0,203,1,0,1,0,0,0
2020-09-30,1090200078425,0,67,0,0,10000.0,8,8,10,0,0,0,0,1,4,0,0,2131,1,0,0,0,0,0
2020-09-30,1090200083682,0,43,1,0,20000.0,10,10,17,0,0,0,0,1,1,0,0,297,1,0,0,0,1,10
2020-09-30,1090200106500,0,79,1,0,11000.0,12,12,103,0,0,0,0,1,2,0,0,73,1,0,0,0,0,0
2020-09-30,1090200136450,0,59,0,1,35000.0,2,2,31,0,0,0,0,1,2,0,0,114,1,0,0,0,0,0
2020-09-30,1090200142794,0,39,0,0,30100.0,7,7,35,0,0,0,0,1,1,0,0,128,1,0,0,0,0,0
2020-09-30,1090200161420,0,48,1,0,8000.0,1,7,15,0,0,0,0,2,3,0,0,93,1,0,1,0,0,0
2020-09-30,1090200168904,0,62,0,0,195000.0,7,114,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-09-30,1090200200620,0,72,1,1,25000.0,3,14,15,0,0,0,0,1,1,0,0,97,1,0,0,0,0,0
2020-09-30,1090200247171,0,45,0,1,25000.0,0,0,8,0,0,0,0,1,4,0,0,411,1,0,0,0,0,0
2020-09-30,1090200276146,0,36,1,0,6750.0,9,9,15,0,0,0,0,1,2,0,0,1259,1,0,0,0,0,0
2020-09-30,1090200285838,0,44,1,0,1000.0,11,11,24,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0
2020-09-30,1090200317195,0,53,0,0,7600.0,3,17,17,0,0,0,0,1,3,0,0,104,1,0,1,0,0,0
2020-09-30,1090200333697,0,32,0,0,2000.0,0,0,17,0,0,0,0,1,2,0,0,46,1,0,0,0,0,0
2020-09-30,1090200334669,0,33,1,0,40000.0,9,9,11,0,0,0,0,1,2,0,0,5894,1,0,0,0,0,0
2020-09-30,1090200346641,0,62,0,0,30000.0,8,8,17,0,0,0,0,1,0,0,0,4655,1,0,0,0,0,0
2020-09-30,1090200357375,0,68,0,0,10100.0,7,7,24,0,0,0,0,1,1,0,0,114,1,0,0,0,0,0
2020-09-30,1090200362239,0,59,0,0,3000.0,9,9,7,0,0,0,0,1,2,0,0,621,1,0,0,0,0,0
2020-09-30,1090200371521,0,53,0,0,19000.0,15,15,17,0,0,0,0,1,2,0,0,2183,1,0,0,0,0,0
2020-09-30,1090200387657,0,37,0,0,6000.0,9,80,15,0,0,0,0,1,1,0,0,54,1,0,0,0,0,0
2020-09-30,1090200395820,0,49,1,0,6300.0,11,11,50,0,0,0,0,1,4,0,0,49,1,0,0,0,0,0
2020-09-30,1090200412015,0,69,1,0,26000.0,17,17,17,0,0,0,0,1,1,0,0,44,1,0,0,0,1,13
2020-09-30,1090200416461,0,53,1,0,2650.0,3,11,103,0,0,0,0,2,1,0,0,49,1,0,2,0,0,0
2020-09-30,1090200429643,0,49,0,0,14000.0,7,7,11,0,0,0,0,1,1,0,0,2793,1,0,0,0,0,0
2020-09-30,1090200430528,0,52,0,0,19500.0,0,13,151,0,0,0,0,1,2,0,0,367,1,0,1,0,0,0
2020-09-30,1090200434868,0,35,0,0,40000.0,8,61,50,0,0,0,0,1,1,0,0,235,1,0,0,0,0,0
